observation_id,collection_run_id,supersedes,correction_reason,collected_at,provider_quote_timestamp,source_last_updated,quote_validity_text,collection_method,source_system,source_url,connector_id,connector_version,methodology_version,origin_country_iso3,origin_currency,destination_country_iso3,destination_currency,amount_sent,amount_sent_includes_fee,provider_id,provider_name_raw,provider_name_canonical,provider_type,option_id,option_name_raw,funding_method,delivery_method,amount_received,fee,fee_currency,fee_is_promotional,provider_fx_rate,benchmark_fx_rate,benchmark_source,benchmark_observation_id,speed_text,speed_hours_min,speed_hours_max,availability_status,status_detail,raw_payload_sha256,raw_payload_path,notes,rate_is_promotional,promotion_detail,benchmark_is_carried_forward,benchmark_age_days
7daa029c-3c33-4683-9c89-032afd561ee0,run-20260909T230123Z-1bc6521b,,,2026-09-09T23:01:24.968288+00:00,,,,public_quote,collector,https://www.orbitremit.com/currency-converter/aud-to-top,orbitremit,0.2.0,0.4,AUS,AUD,TON,TOP,50.0,,orbitremit,OrbitRemit,OrbitRemit,global_mto,,,,,86.7,,,,1.734,,,,,,,observed,"From OrbitRemit's own server-rendered comparison table: 50 AUD -> 86.7 TOP. fee is null, not assumed zero -- no fee amount was found anywhere in raw bytes on this page.",9df4e9953cf5565f3a0a850c0a7908e7909cd5a46a41cb801efc9e32b220efe5,archive/orbitremit/2026/09/09/9df4e9953cf5565f3a0a850c0a7908e7909cd5a46a41cb801efc9e32b220efe5.json.gz,,true,"The entire 50 AUD send qualifies for OrbitRemit's advertised promotional rate for new customers, capped at the first 500 AUD (scratch/round-01/orbitremit.md). Implied rate 1.734000 TOP/AUD.",,
204f053f-acb0-43e3-813c-127f9f00bd3f,run-20260909T230123Z-1bc6521b,,,2026-09-09T23:01:24.968288+00:00,,,,public_quote,collector,https://www.orbitremit.com/currency-converter/aud-to-top,orbitremit,0.2.0,0.4,AUS,AUD,TON,TOP,100.0,,orbitremit,OrbitRemit,OrbitRemit,global_mto,,,,,173.41,,,,1.7341,,,,,,,observed,"From OrbitRemit's own server-rendered comparison table: 100 AUD -> 173.41 TOP. fee is null, not assumed zero -- no fee amount was found anywhere in raw bytes on this page.",9df4e9953cf5565f3a0a850c0a7908e7909cd5a46a41cb801efc9e32b220efe5,archive/orbitremit/2026/09/09/9df4e9953cf5565f3a0a850c0a7908e7909cd5a46a41cb801efc9e32b220efe5.json.gz,,true,"The entire 100 AUD send qualifies for OrbitRemit's advertised promotional rate for new customers, capped at the first 500 AUD (scratch/round-01/orbitremit.md). Implied rate 1.734100 TOP/AUD.",,
185c0c1a-6559-473d-a5de-a27aef86af0d,run-20260909T230123Z-1bc6521b,50ae569e-b6d1-43d1-b092-e6bc25db7eee,"Round 3's single-row observation for 500 AUD lacked rate_is_promotional / promotion_detail (schema v0.1 had no field for a promotional rate, only a promotional fee) and was reported alongside a cost comparison that did not generalise beyond this one row. This row adds the missing fields; see reports/04-historical.md.",2026-09-09T23:01:24.968288+00:00,,,,public_quote,collector,https://www.orbitremit.com/currency-converter/aud-to-top,orbitremit,0.2.0,0.4,AUS,AUD,TON,TOP,500.0,,orbitremit,OrbitRemit,OrbitRemit,global_mto,,,,,867.04,,,,1.7340799999999998,,,,,,,observed,"From OrbitRemit's own server-rendered comparison table: 500 AUD -> 867.04 TOP. fee is null, not assumed zero -- no fee amount was found anywhere in raw bytes on this page.",9df4e9953cf5565f3a0a850c0a7908e7909cd5a46a41cb801efc9e32b220efe5,archive/orbitremit/2026/09/09/9df4e9953cf5565f3a0a850c0a7908e7909cd5a46a41cb801efc9e32b220efe5.json.gz,,true,"The entire 500 AUD send qualifies for OrbitRemit's advertised promotional rate for new customers, capped at the first 500 AUD (scratch/round-01/orbitremit.md). Implied rate 1.734080 TOP/AUD.",,
7367c422-89b9-43d2-8fec-380700cb4988,run-20260909T230123Z-1bc6521b,,,2026-09-09T23:01:24.968288+00:00,,,,public_quote,collector,https://www.orbitremit.com/currency-converter/aud-to-top,orbitremit,0.2.0,0.4,AUS,AUD,TON,TOP,1000.0,,orbitremit,OrbitRemit,OrbitRemit,global_mto,,,,,1692.79,,,,1.69279,,,,,,,observed,"From OrbitRemit's own server-rendered comparison table: 1000 AUD -> 1692.79 TOP. fee is null, not assumed zero -- no fee amount was found anywhere in raw bytes on this page.",9df4e9953cf5565f3a0a850c0a7908e7909cd5a46a41cb801efc9e32b220efe5,archive/orbitremit/2026/09/09/9df4e9953cf5565f3a0a850c0a7908e7909cd5a46a41cb801efc9e32b220efe5.json.gz,,true,"Blended rate: the first 500 AUD of this 1000 AUD send benefits from OrbitRemit's advertised promotional rate for new customers (~1.7336 TOP/AUD, per the table's own sub-500 rows); the remaining 500 AUD is priced at an implied standard rate of ~1.6511 TOP/AUD -- an unpublished estimate derived by fitting OrbitRemit's own table, not itself a separately observed figure. This row's provider_fx_rate (1.692790) is the resulting blend, not a pure standard rate.",,
dd1ac928-0b7f-4535-8c8b-7b32f8f4e8cf,run-20260909T230123Z-1bc6521b,,,2026-09-09T23:01:24.968288+00:00,,,,public_quote,collector,https://www.orbitremit.com/currency-converter/aud-to-top,orbitremit,0.2.0,0.4,AUS,AUD,TON,TOP,5000.0,,orbitremit,OrbitRemit,OrbitRemit,global_mto,,,,,8298.79,,,,1.659758,,,,,,,observed,"From OrbitRemit's own server-rendered comparison table: 5000 AUD -> 8298.79 TOP. fee is null, not assumed zero -- no fee amount was found anywhere in raw bytes on this page.",9df4e9953cf5565f3a0a850c0a7908e7909cd5a46a41cb801efc9e32b220efe5,archive/orbitremit/2026/09/09/9df4e9953cf5565f3a0a850c0a7908e7909cd5a46a41cb801efc9e32b220efe5.json.gz,,true,"Blended rate: the first 500 AUD of this 5000 AUD send benefits from OrbitRemit's advertised promotional rate for new customers (~1.7336 TOP/AUD, per the table's own sub-500 rows); the remaining 4500 AUD is priced at an implied standard rate of ~1.6511 TOP/AUD -- an unpublished estimate derived by fitting OrbitRemit's own table, not itself a separately observed figure. This row's provider_fx_rate (1.659758) is the resulting blend, not a pure standard rate.",,
d25464cf-7cec-4ee4-bc9c-639fdd083317,run-20260909T230123Z-1bc6521b,,,2026-09-09T23:01:24.968288+00:00,,,,public_quote,collector,https://www.orbitremit.com/currency-converter/aud-to-top,orbitremit,0.2.0,0.4,AUS,AUD,TON,TOP,10000.0,,orbitremit,OrbitRemit,OrbitRemit,global_mto,,,,,16556.29,,,,1.655629,,,,,,,observed,"From OrbitRemit's own server-rendered comparison table: 10000 AUD -> 16556.29 TOP. fee is null, not assumed zero -- no fee amount was found anywhere in raw bytes on this page.",9df4e9953cf5565f3a0a850c0a7908e7909cd5a46a41cb801efc9e32b220efe5,archive/orbitremit/2026/09/09/9df4e9953cf5565f3a0a850c0a7908e7909cd5a46a41cb801efc9e32b220efe5.json.gz,,true,"Blended rate: the first 500 AUD of this 10000 AUD send benefits from OrbitRemit's advertised promotional rate for new customers (~1.7336 TOP/AUD, per the table's own sub-500 rows); the remaining 9500 AUD is priced at an implied standard rate of ~1.6511 TOP/AUD -- an unpublished estimate derived by fitting OrbitRemit's own table, not itself a separately observed figure. This row's provider_fx_rate (1.655629) is the resulting blend, not a pure standard rate.",,
0d9656d4-3491-4368-bca5-a9b9e1bd61c0,backfill-nrbt-historical-20260909T230949Z-7acea919,,,2026-09-09T11:30:00+00:00,2026-09-01T00:00:00+00:00,,,published_tariff,collector,https://www.reservebank.to/data/docs/fmarkets/exrates/average_daily_exchange_rates.xlsx,benchmarks.nrbt.historical_backfill,0.1.0,0.4,NZL,NZD,TON,TOP,1.0,,nrbt,National Reserve Bank of Tonga,National Reserve Bank of Tonga,other,,,,,1.397233477714126,,,,1.397233477714126,,,,,,,observed,"Backfilled 2026-09-01 from NRBT's historical rates file (Round 4 backfill, reports/04-historical.md Task B). BUY 0.7317 / MID 0.7157 / SELL 0.6997 NZD per 1 TOP; provider_fx_rate and amount_received are the MID rate inverted to TOP per 1 NZD (1.397233), per METHODOLOGY.md section 2.4. collected_at reflects when this project actually fetched the underlying file (2026-09-09, once); provider_quote_timestamp carries the historical date this specific rate applied to -- these are deliberately not collapsed into each other.",0bca3100bd6ac8a784b2d8f7fbace9588aaee644770905c603802fc9e06f0962,archive/nrbt/2026/09/09/0bca3100bd6ac8a784b2d8f7fbace9588aaee644770905c603802fc9e06f0962.json.gz,,false,,,
74291f1c-2202-4ecc-b7ce-baab20a346df,backfill-nrbt-historical-20260909T230949Z-7acea919,,,2026-09-09T11:30:00+00:00,2026-09-01T00:00:00+00:00,,,published_tariff,collector,https://www.reservebank.to/data/docs/fmarkets/exrates/average_daily_exchange_rates.xlsx,benchmarks.nrbt.historical_backfill,0.1.0,0.4,AUS,AUD,TON,TOP,1.0,,nrbt,National Reserve Bank of Tonga,National Reserve Bank of Tonga,other,,,,,1.68321831341525,,,,1.68321831341525,,,,,,,observed,"Backfilled 2026-09-01 from NRBT's historical rates file (Round 4 backfill, reports/04-historical.md Task B). BUY 0.6071 / MID 0.5941 / SELL 0.5811 AUD per 1 TOP; provider_fx_rate and amount_received are the MID rate inverted to TOP per 1 AUD (1.683218), per METHODOLOGY.md section 2.4. collected_at reflects when this project actually fetched the underlying file (2026-09-09, once); provider_quote_timestamp carries the historical date this specific rate applied to -- these are deliberately not collapsed into each other.",0bca3100bd6ac8a784b2d8f7fbace9588aaee644770905c603802fc9e06f0962,archive/nrbt/2026/09/09/0bca3100bd6ac8a784b2d8f7fbace9588aaee644770905c603802fc9e06f0962.json.gz,,false,,,
8bb5a9bd-5ccf-4aea-b59e-b9effccab265,backfill-nrbt-historical-20260909T230949Z-7acea919,,,2026-09-09T11:30:00+00:00,2026-09-02T00:00:00+00:00,,,published_tariff,collector,https://www.reservebank.to/data/docs/fmarkets/exrates/average_daily_exchange_rates.xlsx,benchmarks.nrbt.historical_backfill,0.1.0,0.4,NZL,NZD,TON,TOP,1.0,,nrbt,National Reserve Bank of Tonga,National Reserve Bank of Tonga,other,,,,,1.3937282229965156,,,,1.3937282229965156,,,,,,,observed,"Backfilled 2026-09-02 from NRBT's historical rates file (Round 4 backfill, reports/04-historical.md Task B). BUY 0.7335 / MID 0.7175 / SELL 0.7014 NZD per 1 TOP; provider_fx_rate and amount_received are the MID rate inverted to TOP per 1 NZD (1.393728), per METHODOLOGY.md section 2.4. collected_at reflects when this project actually fetched the underlying file (2026-09-09, once); provider_quote_timestamp carries the historical date this specific rate applied to -- these are deliberately not collapsed into each other.",0bca3100bd6ac8a784b2d8f7fbace9588aaee644770905c603802fc9e06f0962,archive/nrbt/2026/09/09/0bca3100bd6ac8a784b2d8f7fbace9588aaee644770905c603802fc9e06f0962.json.gz,,false,,,
29e22e49-a489-4de8-97f6-2c4f505a5d7a,backfill-nrbt-historical-20260909T230949Z-7acea919,,,2026-09-09T11:30:00+00:00,2026-09-02T00:00:00+00:00,,,published_tariff,collector,https://www.reservebank.to/data/docs/fmarkets/exrates/average_daily_exchange_rates.xlsx,benchmarks.nrbt.historical_backfill,0.1.0,0.4,AUS,AUD,TON,TOP,1.0,,nrbt,National Reserve Bank of Tonga,National Reserve Bank of Tonga,other,,,,,1.6812373907195697,,,,1.6812373907195697,,,,,,,observed,"Backfilled 2026-09-02 from NRBT's historical rates file (Round 4 backfill, reports/04-historical.md Task B). BUY 0.6079 / MID 0.5948 / SELL 0.5818 AUD per 1 TOP; provider_fx_rate and amount_received are the MID rate inverted to TOP per 1 AUD (1.681237), per METHODOLOGY.md section 2.4. collected_at reflects when this project actually fetched the underlying file (2026-09-09, once); provider_quote_timestamp carries the historical date this specific rate applied to -- these are deliberately not collapsed into each other.",0bca3100bd6ac8a784b2d8f7fbace9588aaee644770905c603802fc9e06f0962,archive/nrbt/2026/09/09/0bca3100bd6ac8a784b2d8f7fbace9588aaee644770905c603802fc9e06f0962.json.gz,,false,,,
3fc7ec0c-2f10-412c-90bf-8e4a81bb3f38,backfill-nrbt-historical-20260909T230949Z-7acea919,,,2026-09-09T11:30:00+00:00,2026-09-03T00:00:00+00:00,,,published_tariff,collector,https://www.reservebank.to/data/docs/fmarkets/exrates/average_daily_exchange_rates.xlsx,benchmarks.nrbt.historical_backfill,0.1.0,0.4,NZL,NZD,TON,TOP,1.0,,nrbt,National Reserve Bank of Tonga,National Reserve Bank of Tonga,other,,,,,1.3883104262113009,,,,1.3883104262113009,,,,,,,observed,"Backfilled 2026-09-03 from NRBT's historical rates file (Round 4 backfill, reports/04-historical.md Task B). BUY 0.7364 / MID 0.7203 / SELL 0.7043 NZD per 1 TOP; provider_fx_rate and amount_received are the MID rate inverted to TOP per 1 NZD (1.388310), per METHODOLOGY.md section 2.4. collected_at reflects when this project actually fetched the underlying file (2026-09-09, once); provider_quote_timestamp carries the historical date this specific rate applied to -- these are deliberately not collapsed into each other.",0bca3100bd6ac8a784b2d8f7fbace9588aaee644770905c603802fc9e06f0962,archive/nrbt/2026/09/09/0bca3100bd6ac8a784b2d8f7fbace9588aaee644770905c603802fc9e06f0962.json.gz,,false,,,
d1a359ab-3cfb-4579-9604-78d0c7c80c4e,backfill-nrbt-historical-20260909T230949Z-7acea919,,,2026-09-09T11:30:00+00:00,2026-09-03T00:00:00+00:00,,,published_tariff,collector,https://www.reservebank.to/data/docs/fmarkets/exrates/average_daily_exchange_rates.xlsx,benchmarks.nrbt.historical_backfill,0.1.0,0.4,AUS,AUD,TON,TOP,1.0,,nrbt,National Reserve Bank of Tonga,National Reserve Bank of Tonga,other,,,,,1.686056314280897,,,,1.686056314280897,,,,,,,observed,"Backfilled 2026-09-03 from NRBT's historical rates file (Round 4 backfill, reports/04-historical.md Task B). BUY 0.6061 / MID 0.5931 / SELL 0.58 AUD per 1 TOP; provider_fx_rate and amount_received are the MID rate inverted to TOP per 1 AUD (1.686056), per METHODOLOGY.md section 2.4. collected_at reflects when this project actually fetched the underlying file (2026-09-09, once); provider_quote_timestamp carries the historical date this specific rate applied to -- these are deliberately not collapsed into each other.",0bca3100bd6ac8a784b2d8f7fbace9588aaee644770905c603802fc9e06f0962,archive/nrbt/2026/09/09/0bca3100bd6ac8a784b2d8f7fbace9588aaee644770905c603802fc9e06f0962.json.gz,,false,,,
da78fe6d-589c-4cfe-ba9b-955f771bbcb3,backfill-nrbt-historical-20260909T230949Z-7acea919,,,2026-09-09T11:30:00+00:00,2026-09-04T00:00:00+00:00,,,published_tariff,collector,https://www.reservebank.to/data/docs/fmarkets/exrates/average_daily_exchange_rates.xlsx,benchmarks.nrbt.historical_backfill,0.1.0,0.4,NZL,NZD,TON,TOP,1.0,,nrbt,National Reserve Bank of Tonga,National Reserve Bank of Tonga,other,,,,,1.391207568169171,,,,1.391207568169171,,,,,,,observed,"Backfilled 2026-09-04 from NRBT's historical rates file (Round 4 backfill, reports/04-historical.md Task B). BUY 0.7348 / MID 0.7188 / SELL 0.7028 NZD per 1 TOP; provider_fx_rate and amount_received are the MID rate inverted to TOP per 1 NZD (1.391208), per METHODOLOGY.md section 2.4. collected_at reflects when this project actually fetched the underlying file (2026-09-09, once); provider_quote_timestamp carries the historical date this specific rate applied to -- these are deliberately not collapsed into each other.",0bca3100bd6ac8a784b2d8f7fbace9588aaee644770905c603802fc9e06f0962,archive/nrbt/2026/09/09/0bca3100bd6ac8a784b2d8f7fbace9588aaee644770905c603802fc9e06f0962.json.gz,,false,,,
d2d811b1-ee53-4b49-a820-a62ed52d068f,backfill-nrbt-historical-20260909T230949Z-7acea919,,,2026-09-09T11:30:00+00:00,2026-09-04T00:00:00+00:00,,,published_tariff,collector,https://www.reservebank.to/data/docs/fmarkets/exrates/average_daily_exchange_rates.xlsx,benchmarks.nrbt.historical_backfill,0.1.0,0.4,AUS,AUD,TON,TOP,1.0,,nrbt,National Reserve Bank of Tonga,National Reserve Bank of Tonga,other,,,,,1.6906170752324599,,,,1.6906170752324599,,,,,,,observed,"Backfilled 2026-09-04 from NRBT's historical rates file (Round 4 backfill, reports/04-historical.md Task B). BUY 0.6054 / MID 0.5915 / SELL 0.5776 AUD per 1 TOP; provider_fx_rate and amount_received are the MID rate inverted to TOP per 1 AUD (1.690617), per METHODOLOGY.md section 2.4. collected_at reflects when this project actually fetched the underlying file (2026-09-09, once); provider_quote_timestamp carries the historical date this specific rate applied to -- these are deliberately not collapsed into each other.",0bca3100bd6ac8a784b2d8f7fbace9588aaee644770905c603802fc9e06f0962,archive/nrbt/2026/09/09/0bca3100bd6ac8a784b2d8f7fbace9588aaee644770905c603802fc9e06f0962.json.gz,,false,,,
